2022	阻击手	2	6.08
2022	新神榜杨戬	8	5.55
2022	哥你好	9	5.47
2022	四海	2	5.42
2022	李茂扮太子	1	4.62
2022	相见你	12	4.03
2022	绝望主夫	12	3.13
2022	断桥	8	2.32
2022	外太空的莫扎特	7	2.23
2022	平凡英雄	9	2.22
2022	扫黑行动	11	1.74
2022	十年一品温如言	2	1.67
2022	边缘行者	4	1.66
2022	我是真的讨厌异地恋	4	1.65
2022	喜羊羊与灰太狼之筐出未来	2	1.6
2022	暗恋橘生淮南	6	1.35
2022	一周的朋友	6	1.21
2022	好想去你的世界爱你	2	1.1
2022	隐入尘烟	7	1.09
2022	钢铁意志	9	1.03
2023	满江红	1	45.44
2023	流浪地球2	1	40.43
2023	孤注一掷	8	38.49
2023	消失的她	6	35.23
2023	封神第一部	7	26.36
2023	八角笼中	7	22.07
2023	长安三万里	7	18.24
2023	熊出没伴我熊芯	1	14.95
2023	坚如磐石	9	13.51
2023	年会不能停	12	12.92
2023	人生路不熟	4	11.84
2023	前任4英年早婚	9	10.12
2023	热烈	4	9.33
2023	无名	1	9.31
2023	深海	1	9.19
2023	志愿军雄兵出击	9	8.68
2023	长空之王	4	8.5
2023	三大队	12	7.05
2023	一闪一闪亮晶晶	12	7.02
2023	保你平安	3	7
2023	莫斯科行动	9	6.64
2023	学爸	8	6.14
2023	金手指	12	5.74
2023	拯救嫌疑人	11	5.69
2023	涉过愤怒的海	11	5.49
2023	第八个嫌疑人	9	4.39
2023	我爱你	6	4.27
2023	交换人生	1	3.93
2023	潜行	12	3.9
2023	茶啊二中	7	3.84
2023	河边的错误	10	3.09
2023	这么多年	4	3.01
2023	超能一家人	7	3
2023	忠犬八公	3	2.86
2023	扫毒3人在天涯	7	2.84
2023	照明商店	12	2.75
2023	再见李可乐	12	2.42
2023	怒潮	12	2.29
2023	龙马精神	4	2.1
2023	回廊亭	3	2.05
2023	毒蛇律师	2	1.87
2023	我经历过风暴	8	1.8
2023	好像也没那么热血沸腾	9	1.75
2023	瞒天过海	12	1.66
2023	无价之宝	11	1.37
2023	二手杰作	10	1.15
