2023	交换人生	3.93
2023	潜行	3.9
2023	茶啊二中	3.84
2023	河边的错误	3.09
2023	这么多年	3.01
2023	超能一家人	3
2023	忠犬八公	2.86
2023	扫毒3人在天涯	2.84
2023	照明商店	2.75
2023	再见李可乐	2.42
2023	怒潮	2.29
2023	龙马精神	2.1
2023	回廊亭	2.05
2023	毒蛇律师	1.87
2023	我经历过风暴	1.8
2023	好像也没那么热血沸腾	1.75
2023	瞒天过海	1.66
2023	无价之宝	1.37
2023	二手杰作	1.15
2023	非诚勿扰3	1.02
2023	中国乒乓之绝地反击	1
2023	我本是高山	1
2023	爆裂点	1
2024	热辣滚烫	34.17
2024	飞驰人生2	33.61
2024	抓娃娃	33.27
2024	第二十条	24.29
2024	熊出没逆转时空	19.84
2024	默杀	13.51
2024	志愿军存亡之战	12.06
2024	误杀3	9.33
2024	末路狂花钱	7.81
2024	小小的我	7.65
2024	好东西	7.21
2024	九龙城寨之围城	6.86
2024	维和防暴队	5.11
2024	云边有个小卖部	4.98
2024	重生	4.64
2024	欲火之路	4.61
2024	骗骗喜欢你	4.45
2024	白蛇浮生	4.25
2024	749局	3.75
2024	逆行人生	3.59
2024	解密	3.34
2024	熊猫计划	3.07
2024	危机航线	3
2024	我们一起摇太阳	2.74
2024	误判	2.7
2024	焚城	2.58
2024	野孩子	2.41
2024	临时劫案	2.37
2024	被我弄丢的你	2.11
2024	胜券在握	2.04
2024	我才不要和你做朋友呢	2.04
2024	扫黑决不放弃	1.92
2024	逆麟	1.75
2024	谈判专家	1.56
2024	乔妍的心事	1.51
2024	刺猬	1.44
2024	鸳鸯楼惊魂	1.3
2024	海关战线	1.29
2024	出走的决心	1.24
2024	草木人间	1.21
2024	异人之下	1.18
2024	那个不为人知的故事	1.13
2024	从21世纪安全撤离	1.12
2024	动物园里有什么	1.08
2024	走走停停	1.02
2024	孤星计划	1.02
2024	黄雀在后	1.01
2024	灿烂的她	1
2025	哪吒之魔童闹海	154.46
2025	唐探1900	36.12
2025	封神第二部	12.38
2025	熊出没重启未来	8.21
2025	射雕英雄传侠之大者	6.89
2025	水饺皇后	4.19
2025	蛟龙行动	3.93
2025	酱园弄悬案	3.59
2025	猎金游戏	2.98
2025	向阳花	2.3
2025	时间之子	1.87
2025	不说话的爱	1.44
2025	人生开门红	1.39
